complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
17-0143,35483362,black,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0143,35483362,black,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0143,35483362,black,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0144,77723733,white,male,6400 NORTHEAST DET,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0144,60213243,black,male,6400 NORTHEAST DET,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0145,,,,,Criminal Allegation,No Sustained Findings,Not Applicable
17-0146,68026925,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0146,68026925,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0147,44047548,latino,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0148,99616739,latino,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
17-0148,90328485,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
17-0148,97662889,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
17-0149,91758424,black,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0150,29311792,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0151,17148210,white,female,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0152,94487153,white,male,6003 HOMICIDE UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0153,57842599,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0154,77145921,asian,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0154,20068170,black,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0155,54357187,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0155,44702779,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0156,31243669,white,female,0700 07TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0157,52511484,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0158,55958959,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0158,85892068,black,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0159,47878343,black,male,1800 18TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0160,55333768,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0160,50527765,latino,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0160,50527765,latino,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0160,55333768,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0160,33029634,white,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0161,76405717,latino,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0162,23599759,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0162,20194856,black,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0163,88441240,black,female,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0163,88441240,black,female,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0163,61363717,black,female,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0163,61363717,black,female,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0164,65179407,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0164,82432233,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0164,82432233,white,male,1800 18TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0164,65179407,white,male,1800 18TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0165,82932969,black,female,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0166,81628343,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0167,47524892,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0167,40251428,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0167,88843271,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0168,55958959,white,male,1400 14TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0168,85892068,black,male,1400 14TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0169,87629625,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0169,91626245,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0170,37328035,black,female,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0170,32754632,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0171,80059015,black,female,4922 RADIO ROOM,Unprofessional Conduct,Sustained Finding,No Guilty Findings
17-0172,97734472,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0172,97734472,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0173,31833497,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0173,16842138,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0174,94950296,black,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0174,26795923,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0174,77351056,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0174,39390203,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0175,92916967,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0176,29659578,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0176,87007867,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0176,38865091,latino,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0176,54228441,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0177,64483835,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0178,92112047,asian,female,4918 CRIMINALISTIC LAB,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0179,33823053,white,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0179,31104623,white,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0180,23705331,black,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0180,36633493,black,female,9821 SAFETY OFFICE,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0181,63380739,latino,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0181,23459169,white,female,1500 15TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
17-0181,23459169,white,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0182,57621499,black,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0183,16865140,asian,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0183,89798910,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0184,61750299,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
17-0184,61750299,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
17-0184,,,,,Departmental Violation,No Sustained Findings,Not Applicable
17-0184,26692239,black,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0185,22282258,white,male,0800 08TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0185,22282258,white,male,0800 08TH DISTRICT,Verbal Abuse,Sustained Finding,Guilty Finding
17-0185,22282258,white,male,0800 08TH DISTRICT,Physical Abuse,Sustained Finding,Guilty Finding
17-0186,51583482,black,female,0700 07TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0186,51583482,black,female,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0187,98428499,black,male,7700 AIRPORT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0188,83770162,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0188,83770162,white,male,2500 25TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0188,11800100,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0188,11800100,white,male,2500 25TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0188,89307271,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0188,89307271,white,male,2500 25TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0189,63510858,black,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
17-0189,68891412,white,male,9844 Domestic Prepardnes,Lack of Service,No Sustained Findings,Not Applicable
17-0190,91870347,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0190,91870347,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0190,31713678,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0190,31713678,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0191,87629625,white,male,1900 19TH DISTRICT,Unprofessional Conduct,Sustained Finding,No Guilty Findings
17-0192,44031412,black,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0192,96858140,black,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0193,92961770,black,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0193,92961770,black,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0194,36378061,latino,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
17-0194,76921388,black,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
17-0195,76828004,black,male,5200 TRAFFIC DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0195,76828004,black,male,5200 TRAFFIC DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0195,76828004,black,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0196,62901975,white,male,2200 22ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0196,95383226,latino,male,2200 22ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0197,95895463,black,female,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0198,,,,,Physical Abuse,No Sustained Findings,Not Applicable
17-0199,29367067,black,male,5300 HIGHWAY PATROL,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0200,79599649,black,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0201,43797609,white,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0201,,,,,Lack of Service,No Sustained Findings,Not Applicable
17-0202,67689439,white,male,1800 18TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0202,66736032,black,female,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0203,63150712,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0203,11808168,asian,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0204,95898897,black,female,0100 01ST DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0204,95898897,black,female,0100 01ST DISTRICT,Unprofessional Conduct,Sustained Finding,No Guilty Findings
17-0204,95898897,black,female,0100 01ST DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
17-0205,85100023,white,male,2400 24TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0205,85100023,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0205,85100023,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0205,57842599,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0205,85100023,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0205,57842599,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0205,85100023,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0205,57842599,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0205,57842599,white,male,2400 24TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0205,57842599,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0206,17179452,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0207,17622682,black,male,6500 SOUTHWEST DET,Departmental Violation,No Sustained Findings,Not Applicable
17-0208,76071664,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0208,76071664,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0209,23157388,white,male,5800 TRAINING EDUC SERV,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0210,52234079,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0210,52234079,white,male,0900 09TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0210,91900216,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0210,91900216,white,male,0900 09TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0211,92448331,black,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0212,,,,,Criminal Allegation,No Sustained Findings,Not Applicable
17-0213,34490815,black,female,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0213,80850202,black,female,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
17-0214,23280641,black,female,0100 01ST DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0214,23280641,black,female,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0215,,,,,Departmental Violation,No Sustained Findings,Not Applicable
17-0215,,,,,Departmental Violation,No Sustained Findings,Not Applicable
17-0216,89803201,white,male,6002 MAJOR CRIMES UNIT,Investigation OnGoing,Pending,Pending
17-0217,64526407,black,female,4921 RADIO ROOM 1,Verbal Abuse,No Sustained Findings,Not Applicable
17-0218,22297365,black,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0218,85227739,white,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0219,16865140,asian,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0220,43053972,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0220,43053972,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0220,11479951,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0220,11479951,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0221,49811593,black,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0221,,,,,Investigation OnGoing,Pending,Pending
17-0222,,,,,Lack of Service,No Sustained Findings,Not Applicable
17-0222,47472879,black,female,4922 RADIO ROOM 2,Lack of Service,No Sustained Findings,Not Applicable
17-0223,63424684,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0223,63424684,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0224,97444192,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0224,48198491,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0224,49918710,white,male,9807 SUMMER INITIATIVE,Lack of Service,No Sustained Findings,Not Applicable
17-0224,33485738,white,female,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0225,90774118,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0226,14582902,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0226,40112039,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0227,69311639,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0227,70714284,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0228,52159234,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0228,52159234,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0229,98592264,white,female,4922 RADIO ROOM 2,Lack of Service,No Sustained Findings,Not Applicable
17-0229,15066644,black,female,4922 RADIO ROOM 2,Lack of Service,No Sustained Findings,Not Applicable
17-0229,66830617,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0230,93782655,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0230,55197641,latino,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0231,62411195,white,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
17-0232,17179452,white,male,1900 19TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0232,17179452,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0232,17179452,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0232,53367044,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0232,53367044,black,male,1900 19TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0233,93303720,black,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0233,74642755,black,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0234,96347963,black,female,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0234,12923623,latino,female,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0235,88755723,white,male,7500 DVIC,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0236,64447099,white,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
17-0236,64447099,white,male,3500 35TH DISTRICT,Other Misconduct,No Sustained Findings,Not Applicable
17-0236,84766141,white,male,3500 35TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
17-0237,36611520,white,male,9800 INTERNAL AFFAIRS,Verbal Abuse,No Sustained Findings,Not Applicable
17-0238,19049360,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0238,19049360,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0238,64480573,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0238,64480573,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0238,14582902,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0238,14582902,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0238,46918069,black,female,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0238,46918069,black,female,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0239,26358529,white,female,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0239,26358529,white,female,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0239,26358529,white,female,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0239,26358529,white,female,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0239,64574987,white,male,3900 39TH DISTRICT,Verbal Abuse,Sustained Finding,Training/Counseling
17-0239,64574987,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0239,64574987,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0239,64574987,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0239,64574987,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0239,64574987,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0240,24266321,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0240,24266321,white,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
17-0240,24266321,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0240,86142007,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0240,86142007,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0240,86142007,white,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
17-0241,97367975,white,male,6003 HOMICIDE UNIT,Lack of Service,No Sustained Findings,Not Applicable
17-0241,97367975,white,male,6003 HOMICIDE UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0241,83058282,black,male,6003 HOMICIDE UNIT,Lack of Service,No Sustained Findings,Not Applicable
17-0241,,,,,Departmental Violation,No Sustained Findings,Not Applicable
17-0242,36713144,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0242,36713144,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0243,44644071,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0244,83293458,latino,female,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0244,83293458,latino,female,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0244,83293458,latino,female,1700 17TH DISTRICT,Domestic,No Sustained Findings,Not Applicable
17-0245,25633088,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0246,10319349,white,female,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0247,15885297,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0247,15885297,white,male,1400 14TH DISTRICT,Physical Abuse,Sustained Finding,Guilty Finding
17-0248,97089540,black,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0249,95685693,white,male,4500 CENTER CITY DISTRIC,Lack of Service,No Sustained Findings,Not Applicable
17-0250,70765954,white,male,2600 26TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0251,63972799,latino,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0251,92964174,black,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0252,17088472,latino,male,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0252,17088472,latino,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0253,24947816,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0253,24947816,white,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0254,24044191,white,male,2400 24TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0254,24044191,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0254,24044191,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0254,52298623,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0254,52298623,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0254,52298623,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0254,52298623,white,male,2400 24TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0254,24044191,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0255,,,,,Lack of Service,No Sustained Findings,Not Applicable
17-0255,,,,,Lack of Service,No Sustained Findings,Not Applicable
17-0256,85393564,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0256,29636575,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0257,29944021,white,male,1500 15TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0257,29944021,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0257,12594549,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0257,12594549,white,male,1500 15TH DISTRICT,Lack of Service,Sustained Finding,Pending
17-0258,21137964,white,male,6400 NORTHEAST DET,Verbal Abuse,No Sustained Findings,Not Applicable
17-0259,39483415,latino,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0260,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
17-0261,83434907,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0261,15757409,white,male,7402 STRIKE FORCE,Physical Abuse,No Sustained Findings,Not Applicable
17-0262,46328584,white,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0262,53848382,latino,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0262,54003908,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0262,46328584,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0263,16842138,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0263,16842138,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0263,16842138,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0263,16381570,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0263,16381570,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0263,16381570,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0264,84300939,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0264,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
17-0264,,,,,Physical Abuse,No Sustained Findings,Not Applicable
