complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
19-0013,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0014,26539117,black,male,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0015,,,,,Investigation OnGoing,Pending,Pending
19-0016,67289811,black,female,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0016,12032701,white,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0016,89878389,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
19-0016,49655038,white,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0016,89878389,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
19-0016,11261255,black,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0016,51353113,black,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
19-0017,50726892,black,female,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0017,96858140,black,male,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0018,95869027,white,female,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0018,95869027,white,female,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0018,95869027,white,female,0300 03RD DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0018,95869027,white,female,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0018,87698804,other,female,0300 03RD DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0018,87698804,other,female,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0018,21789590,white,male,9828 CRIMINAL INTEL UNT,Departmental Violation,No Sustained Findings,Not Applicable
19-0018,21789590,white,male,9828 CRIMINAL INTEL UNT,Departmental Violation,No Sustained Findings,Not Applicable
19-0019,61336080,black,male,1600 16TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0020,19156476,black,male,1700 17TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0021,66277696,black,male,0900 09TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0021,32713090,black,female,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0021,32713090,black,female,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0021,86419412,white,female,4921 RADIO ROOM 1,Departmental Violation,Sustained Finding,Training/Counseling
19-0021,66277696,black,male,0900 09TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0022,79604112,black,male,7402 STRIKE FORCE,Investigation OnGoing,Pending,Pending
19-0022,52053148,black,female,7402 STRIKE FORCE,Investigation OnGoing,Pending,Pending
19-0022,33335878,white,male,7402 STRIKE FORCE,Investigation OnGoing,Pending,Pending
19-0022,88236276,latino,male,7402 STRIKE FORCE,Investigation OnGoing,Pending,Pending
19-0022,52114259,black,female,7402 STRIKE FORCE,Investigation OnGoing,Pending,Pending
19-0023,55392305,white,male,5200 TRAFFIC DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0023,55392305,white,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0023,55392305,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0023,55392305,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0024,14829408,latino,female,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0024,14829408,latino,female,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0024,34781953,black,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0025,23915101,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0026,44749643,white,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Pending
19-0026,44749643,white,male,4500 CENTER CITY DISTRIC,Harassment,Sustained Finding,Pending
19-0026,44749643,white,male,4500 CENTER CITY DISTRIC,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
19-0027,10422860,black,male,1200 12TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0027,30101777,black,male,1200 12TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0028,28765909,white,male,6400 NORTHEAST DET,Harassment,No Sustained Findings,Not Applicable
19-0028,36406900,white,female,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0028,28765909,white,male,6400 NORTHEAST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0028,36406900,white,female,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0028,29431611,white,male,2600 26TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0028,29431611,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0029,,,,,Investigation OnGoing,Pending,Pending
19-0030,60742990,white,male,9821 SAFETY OFFICE,Investigation OnGoing,Pending,Pending
19-0031,14563505,white,male,1600 16TH DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
19-0031,14563505,white,male,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0031,14563505,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0031,14563505,white,male,1600 16TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0031,14563505,white,male,1600 16TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0031,58979169,other,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0031,14563505,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0031,58979169,other,male,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0031,58979169,other,male,1600 16TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0031,58979169,other,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0031,58979169,other,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0031,58979169,other,male,1600 16TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0032,80558893,black,male,1700 17TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
19-0032,80558893,black,male,1700 17TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0033,85903398,black,male,5400 AID,Departmental Violation,No Sustained Findings,Not Applicable
19-0033,85903398,black,male,5400 AID,Verbal Abuse,No Sustained Findings,Not Applicable
19-0034,79637758,white,male,2600 26TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0034,77906038,white,male,2600 26TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0035,90551988,black,female,4921 RADIO ROOM 1,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0036,97383081,black,male,5900 EAST DETECTIVES,Departmental Violation,No Sustained Findings,Not Applicable
19-0037,41087778,white,male,0200 02ND DISTRICT,Investigation OnGoing,Pending,Pending
19-0037,20045167,white,male,0200 02ND DISTRICT,Investigation OnGoing,Pending,Pending
19-0038,57894441,white,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0038,27047063,latino,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0038,84247896,black,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0039,72577325,black,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0039,72577325,black,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0039,72577325,black,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0039,72577325,black,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0039,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
19-0040,29652711,asian,male,0100 01ST DISTRICT,Lack of Service,Sustained Finding,Pending
19-0041,,,,,Investigation OnGoing,Pending,Pending
19-0042,12108575,black,female,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0043,34977990,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0043,74981271,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0043,39551393,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0043,77359125,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0043,22020990,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
19-0043,75614358,black,female,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0043,47632009,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0043,22020990,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0044,88294984,black,female,4922 RADIO ROOM 2,Departmental Violation,Sustained Finding,Pending
19-0044,88294984,black,female,4922 RADIO ROOM 2,Departmental Violation,Sustained Finding,Pending
19-0045,17325364,black,female,4921 RADIO ROOM 1,Investigation OnGoing,Pending,Pending
19-0046,86291696,white,male,0200 02ND DISTRICT,Investigation OnGoing,Pending,Pending
19-0047,65476381,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0048,,,,,Departmental Violation,No Sustained Findings,Not Applicable
19-0049,81585943,white,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0049,89863454,white,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0049,16865140,asian,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0049,95462533,white,male,4923 RADIO ROOM 3,Lack of Service,Sustained Finding,Training/Counseling
19-0049,95462533,white,male,4923 RADIO ROOM 3,Unprofessional Conduct,Sustained Finding,Training/Counseling
19-0050,13254243,black,female,0900 09TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0051,40493127,black,male,0500 05TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0052,80661374,white,male,2400 24TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0052,83137933,white,male,2400 24TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0053,90665971,latino,female,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0053,65708810,black,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0053,90665971,latino,female,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0053,90665971,latino,female,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0053,90665971,latino,female,0500 05TH DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
19-0054,66819116,white,female,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0054,22348176,white,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0054,22348176,white,male,1600 16TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
19-0054,22348176,white,male,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0054,83076993,white,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0055,79955503,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0055,90811025,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0055,91167909,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0055,44041883,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0056,85274774,black,female,1400 14TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0057,81266824,black,male,4902 DETENTION ROOM,Departmental Violation,No Sustained Findings,Not Applicable
19-0057,80691072,white,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0057,80691072,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0057,81266824,black,male,4902 DETENTION ROOM,Departmental Violation,No Sustained Findings,Not Applicable
19-0057,81266824,black,male,4902 DETENTION ROOM,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0058,21507379,black,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0058,21507379,black,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0058,21507379,black,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0058,21507379,black,male,5200 TRAFFIC DISTRICT,Drugs,No Sustained Findings,Not Applicable
19-0059,84540407,white,male,2400 24TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0060,21552526,white,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0060,21552526,white,male,6600 NORTHWEST DETECTIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0060,35302430,black,male,6600 NORTHWEST DETECTIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0060,35302430,black,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0061,43241426,white,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0061,73464815,white,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0061,73464815,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0062,98738519,white,male,2200 22ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0062,25808183,other,female,2200 22ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0062,98738519,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0062,44318258,other,male,2200 22ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0062,44318258,other,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0063,16598894,white,female,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0063,16598894,white,female,0800 08TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0064,70000345,asian,male,1900 19TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0064,58233987,black,female,1900 19TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0065,16850206,white,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0065,16850206,white,male,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0065,69336015,white,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0065,69336015,white,male,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0066,82806283,black,male,1600 16TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0067,46030408,black,female,4921 RADIO ROOM 1,Harassment,No Sustained Findings,Not Applicable
19-0068,91728727,latino,female,9807 SUMMER INITIATIVE,Departmental Violation,Sustained Finding,Pending
19-0068,61482335,white,female,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0068,61482335,white,female,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0068,91728727,latino,female,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0069,69586641,black,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0069,69586641,black,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0070,46690103,white,male,0900 09TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0071,92205087,black,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0072,28331949,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0072,48212053,latino,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
